#group,false,false,true,true,true,true,false,false,false,true
#datatype,string,long,string,string,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,long,string
#default,to6,,,,,,,,,
,result,table,_field,_measurement,_start,_stop,_time,_value,elapsed,location
,,0,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T07:23:41.41133944Z,71,17280,coyote_creek
,,0,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T07:17:41.41133944Z,78,17640,coyote_creek
,,0,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T07:11:41.41133944Z,84,18000,coyote_creek
,,0,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T07:05:41.41133944Z,79,18360,coyote_creek
,,0,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T06:59:41.41133944Z,86,18720,coyote_creek
,,0,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T06:53:41.41133944Z,76,19080,coyote_creek
,,0,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T06:47:41.41133944Z,78,19440,coyote_creek
,,0,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T06:41:41.41133944Z,76,19800,coyote_creek
,,0,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T06:35:41.41133944Z,82,20160,coyote_creek
,,0,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T06:29:41.41133944Z,70,20520,coyote_creek
,,0,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T06:23:41.41133944Z,75,20880,coyote_creek
,,0,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T06:17:41.41133944Z,90,21240,coyote_creek
,,0,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T06:11:41.41133944Z,80,21600,coyote_creek
,,0,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T06:05:41.41133944Z,81,21960,coyote_creek
,,0,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T05:59:41.41133944Z,79,22320,coyote_creek
,,0,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T05:53:41.41133944Z,74,22680,coyote_creek
,,0,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T05:47:41.41133944Z,85,23040,coyote_creek
,,0,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T05:41:41.41133944Z,70,23400,coyote_creek
,,0,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T05:35:41.41133944Z,71,23760,coyote_creek
,,0,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T05:29:41.41133944Z,71,24120,coyote_creek
,,0,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T05:23:41.41133944Z,83,24480,coyote_creek
,,0,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T05:17:41.41133944Z,83,24840,coyote_creek
,,0,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T05:11:41.41133944Z,76,25200,coyote_creek
,,0,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T05:05:41.41133944Z,80,25560,coyote_creek
,,0,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T04:59:41.41133944Z,78,25920,coyote_creek
,,0,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T04:53:41.41133944Z,82,26280,coyote_creek
,,0,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T04:47:41.41133944Z,78,26640,coyote_creek
,,0,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T04:41:41.41133944Z,86,27000,coyote_creek
,,0,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T04:35:41.41133944Z,84,27360,coyote_creek
,,0,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T04:29:41.41133944Z,75,27720,coyote_creek
,,0,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T04:23:41.41133944Z,82,28080,coyote_creek
,,0,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T04:17:41.41133944Z,70,28440,coyote_creek
,,0,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T04:11:41.41133944Z,85,28800,coyote_creek
,,0,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T04:05:41.41133944Z,76,29160,coyote_creek
,,0,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T03:59:41.41133944Z,76,29520,coyote_creek
,,0,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T03:53:41.41133944Z,73,29880,coyote_creek
,,0,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T03:47:41.41133944Z,79,30240,coyote_creek
,,0,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T03:41:41.41133944Z,83,30600,coyote_creek
,,0,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T03:35:41.41133944Z,90,30960,coyote_creek
,,0,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T03:29:41.41133944Z,85,31320,coyote_creek
,,0,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T03:23:41.41133944Z,77,31680,coyote_creek
,,0,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T03:17:41.41133944Z,75,32040,coyote_creek
,,0,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T03:11:41.41133944Z,73,32400,coyote_creek
,,0,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T03:05:41.41133944Z,78,32760,coyote_creek
,,0,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T02:59:41.41133944Z,77,33120,coyote_creek
,,0,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T02:53:41.41133944Z,78,33480,coyote_creek
,,0,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T02:47:41.41133944Z,90,33840,coyote_creek
,,0,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T02:41:41.41133944Z,72,34200,coyote_creek
,,0,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T02:35:41.41133944Z,89,34560,coyote_creek
,,0,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T02:29:41.41133944Z,85,34920,coyote_creek
,,0,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T02:23:41.41133944Z,87,35280,coyote_creek
,,0,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T02:17:41.41133944Z,73,35640,coyote_creek
,,0,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T02:11:41.41133944Z,87,36000,coyote_creek
,,1,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T12:05:41.41133944Z,85,360,santa_monica
,,1,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T11:59:41.41133944Z,83,720,santa_monica
,,1,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T11:53:41.41133944Z,90,1080,santa_monica
,,1,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T11:47:41.41133944Z,79,1440,santa_monica
,,1,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T11:41:41.41133944Z,70,1800,santa_monica
,,1,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T11:35:41.41133944Z,73,2160,santa_monica
,,1,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T11:29:41.41133944Z,86,2520,santa_monica
,,1,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T11:23:41.41133944Z,79,2880,santa_monica
,,1,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T11:17:41.41133944Z,71,3240,santa_monica
,,1,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T11:11:41.41133944Z,79,3600,santa_monica
,,1,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T11:05:41.41133944Z,71,3960,santa_monica
,,1,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T10:59:41.41133944Z,75,4320,santa_monica
,,1,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T10:53:41.41133944Z,74,4680,santa_monica
,,1,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T10:47:41.41133944Z,79,5040,santa_monica
,,1,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T10:41:41.41133944Z,90,5400,santa_monica
,,1,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T10:35:41.41133944Z,79,5760,santa_monica
,,1,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T10:29:41.41133944Z,83,6120,santa_monica
,,1,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T10:23:41.41133944Z,74,6480,santa_monica
,,1,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T10:17:41.41133944Z,85,6840,santa_monica
,,1,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T10:11:41.41133944Z,83,7200,santa_monica
,,1,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T10:05:41.41133944Z,71,7560,santa_monica
,,1,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T09:59:41.41133944Z,83,7920,santa_monica
,,1,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T09:53:41.41133944Z,89,8280,santa_monica
,,1,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T09:47:41.41133944Z,86,8640,santa_monica
,,1,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T09:41:41.41133944Z,73,9000,santa_monica
,,1,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T09:35:41.41133944Z,77,9360,santa_monica
,,1,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T09:29:41.41133944Z,80,9720,santa_monica
,,1,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T09:23:41.41133944Z,74,10080,santa_monica
,,1,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T09:17:41.41133944Z,84,10440,santa_monica
,,1,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T09:11:41.41133944Z,82,10800,santa_monica
,,1,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T09:05:41.41133944Z,81,11160,santa_monica
,,1,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T08:59:41.41133944Z,86,11520,santa_monica
,,1,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T08:53:41.41133944Z,86,11880,santa_monica
,,1,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T08:47:41.41133944Z,83,12240,santa_monica
,,1,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T08:41:41.41133944Z,82,12600,santa_monica
,,1,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T08:35:41.41133944Z,88,12960,santa_monica
,,1,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T08:29:41.41133944Z,83,13320,santa_monica
,,1,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T08:23:41.41133944Z,84,13680,santa_monica
,,1,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T08:17:41.41133944Z,90,14040,santa_monica
,,1,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T08:11:41.41133944Z,78,14400,santa_monica
,,1,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T08:05:41.41133944Z,70,14760,santa_monica
,,1,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T07:59:41.41133944Z,89,15120,santa_monica
,,1,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T07:53:41.41133944Z,90,15480,santa_monica
,,1,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T07:47:41.41133944Z,71,15840,santa_monica
,,1,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T07:41:41.41133944Z,89,16200,santa_monica
,,1,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T07:35:41.41133944Z,81,16560,santa_monica
,,1,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T07:29:41.41133944Z,71,16920,santa_monica
,,1,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T07:23:41.41133944Z,71,17280,santa_monica
,,1,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T07:17:41.41133944Z,80,17640,santa_monica
,,1,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T07:11:41.41133944Z,79,18000,santa_monica
,,1,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T07:05:41.41133944Z,72,18360,santa_monica
,,1,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T06:59:41.41133944Z,88,18720,santa_monica
,,1,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T06:53:41.41133944Z,82,19080,santa_monica
,,1,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T06:47:41.41133944Z,82,19440,santa_monica
,,1,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T06:41:41.41133944Z,71,19800,santa_monica
,,1,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T06:35:41.41133944Z,82,20160,santa_monica
,,1,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T06:29:41.41133944Z,73,20520,santa_monica
,,1,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T06:23:41.41133944Z,90,20880,santa_monica
,,1,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T06:17:41.41133944Z,83,21240,santa_monica
,,1,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T06:11:41.41133944Z,81,21600,santa_monica
,,1,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T06:05:41.41133944Z,74,21960,santa_monica
,,1,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T05:59:41.41133944Z,87,22320,santa_monica
,,1,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T05:53:41.41133944Z,88,22680,santa_monica
,,1,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T05:47:41.41133944Z,75,23040,santa_monica
,,1,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T05:41:41.41133944Z,72,23400,santa_monica
,,1,degrees,average_temperature,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T05:35:41.41133944Z,71,23760,santa_monica
